V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
0.8701807773850632,0.4863363630021951,0.6958744231082101,0.602941434522866,0.6797176142587185,0.35589425345741565,0.7567056901282896,0.6917009163079679,0.4207421690364339,0.49693798496918257,0.4286069791100217,0.5822698644622433,0.5680848393321631,0.29826079531800387,0.5415580322325847,0.7438954181371905,0.7035330176523745,0.7083479422598079,0.1778310268777469,0.3882570386341949,0.46799374257740883,0.48383839887366326,0.7645332544062373,0.4193464655375993,0.6796507116835091,0.30758425479815965,0.7808798500906478,0.49682552972314764,1
0.9659876121596471,0.3459977084183014,0.9161019952752931,0.23821726408342872,0.6354210216098195,0.5554204278126131,0.7913679275284102,0.6733300385487011,0.6365511977171953,0.6808014008338097,0.22109934165181452,0.9271476409735387,0.558995325363739,0.8588015550142141,0.7213295126959489,0.8724400340015993,0.7599674684715553,0.7371521844069812,0.4695431545409826,0.3706821497219302,0.45247568140940403,0.48050544257830613,0.7804031586919117,0.5427318288644534,0.6930896524422919,0.49133777420030467,0.7238758217298593,0.4603557509846646,0
0.9634749009715767,0.38496223084344866,0.8599058316072238,0.37707620744126275,0.6723195794780537,0.5016395022704788,0.8030081941266789,0.6725050786338866,0.6402239639919587,0.6228331825331012,0.21482141605696495,0.8490515183085818,0.30204285169691286,0.6413412064243734,0.7059266768362371,0.8708011066720934,0.9183216488985583,0.8130709541600474,0.2903609244321996,0.36238000183185787,0.44819020675159676,0.4649663235667215,0.7739608993243221,0.5285298999113813,0.7748672261104008,0.22707802629864743,0.7385131108613021,0.47520747589656637,1
0.8801644067821418,0.2482922209963241,0.7151650713092391,0.449712880926198,0.6021085761204186,0.48445284470423816,0.8034346979395053,0.671487474106584,0.594191424520177,0.5580001581203365,0.36697603106129073,0.7121337617503118,0.19321695772526476,0.5785535721555908,0.5426032407107237,0.7280977555093382,0.7234217079699473,0.7444463091986734,0.4225790789566105,0.5513411772017971,0.4797713226435076,0.45914978375773996,0.7196806558407706,0.44377045970522716,0.6588363473422135,0.39421572676201744,0.7437158563317776,0.5196223457658355,1
0.9566870442287342,0.3508081402957489,0.9442622293124613,0.4101680035077565,0.6396287618563795,0.6696865879819972,0.7853357103909349,0.6816003793352652,0.6234045878003481,0.6943230825844927,0.23964277622530158,0.9598389196189498,0.5662025815727698,0.8330346274118049,0.47300325707393925,0.8141515035845466,0.7916851136448987,0.6468543538374625,0.2944887349484349,0.36229283538266793,0.45461486144240487,0.515082872989889,0.7819151616895804,0.5544979138435822,0.7047241604939575,0.28653495173173404,0.7362238874240896,0.4631541943647063,0
0.9864584690436946,0.3649133313120949,0.88324978233055,0.4787865267363206,0.6674044983569309,0.6008282885847697,0.7999361654702453,0.6723945766368171,0.5810331925944167,0.7230937189020886,0.15826388570681021,0.9403479058411414,0.671772983136019,0.8461944036029616,0.3081103218822665,0.8606473761598589,0.7577681480063133,0.7145938581797332,0.3140161480127616,0.3573692709539054,0.45814359959853806,0.5448896722117201,0.778715830362738,0.49308028080580824,0.7126537565709145,0.32400761801367095,0.7280118812797373,0.45230120746620844,0
0.760023794199679,0.5180170311235239,0.6189302210654046,0.7705004580925118,0.5199729118221592,0.4680648407746426,0.6717189428141238,0.7337203233663245,0.4470451643227533,0.4908998031682481,0.653451579985125,0.4090554309372603,0.976553391170892,0.41070137822216224,0.5959894285739563,0.527362804752105,0.521588885495917,0.5633058805974553,0.584454836679061,0.36581875839336814,0.47851728222422285,0.5284654153505484,0.7904589215012614,0.47156923272873225,0.6690707592561231,0.399081110859426,0.7038950188353181,0.34232164556352973,1
0.9388317295871116,0.46018810258247783,0.7349959888941191,0.6254160429552681,0.6985464097915883,0.4071460681480447,0.7832576133713439,0.6744692878284029,0.5249731529796986,0.5388071347705916,0.47972945745150614,0.46954515661569346,0.4010498559976858,0.44300970856343924,0.5967215976232199,0.7677210220389638,0.8299059762671388,0.7730161597463382,0.1471681249562132,0.3848920497734429,0.4590803532450516,0.4773937956609094,0.7565668911966196,0.4145952803441668,0.8866218057491674,0.4308562496359962,0.77708911088285,0.5104954729145642,1
0.8815469501274522,0.35659705588853224,0.9208054221083377,0.07088619249665558,0.6615431186372273,0.6386294787722842,0.797345804197394,0.6877994810516372,0.6527832170159372,0.6394114003090149,0.20595084866065094,0.9373289612087842,0.5202310878347726,0.8600102031620126,0.6655539846806592,0.8353284741907868,0.7728612034926234,0.6763063742755085,0.21747073960329152,0.3553071768428458,0.46245034750774805,0.5704012168287951,0.7663192917749906,0.14673868844880733,0.6675049380330671,0.4534696146288664,0.7418806447888727,0.4597752511808118,0
0.7988829808397824,0.44859678941141207,0.8851010530968324,0.12836835487565382,0.6035653638959182,0.5239532248737089,0.7820388353788363,0.7002345266500362,0.7056921127244907,0.7440713913740857,0.227040260313871,0.9112018808844727,0.2536485285075832,0.8775379084154439,0.676118884310877,0.8591856292733465,0.7842410827472837,0.7034721582410606,0.29180426503935136,0.4235733284615986,0.45169298807934555,0.4935861923629397,0.7914198718202725,0.6262785258259761,0.7030147289182855,0.4850779326512303,0.8108908208569856,0.5383094106695088,0
0.9645825280197081,0.3554870696986855,0.9097512160714446,0.2979283493356416,0.6321911914157439,0.4692999624136544,0.8043275544859412,0.6671016573088313,0.6263791725576634,0.6805549097275093,0.16541555984208114,0.8958073600283792,0.4174421105991725,0.8737964024488816,0.7492339173580828,0.8112253040270219,0.786995543001055,0.6715710425207135,0.37732828058363277,0.3639630622686835,0.4557765932397617,0.5091251949387068,0.7781660289660619,0.9375972977022021,0.750391935933093,0.37828187271701813,0.724712862898279,0.46214413167837476,0
0.917979309023137,0.3931683276555688,0.8790010002454447,0.3719157096435317,0.709962700198279,0.5322313170771703,0.8070897922026721,0.6736891049258806,0.6034849913551118,0.6192175716242916,0.1806941934970057,0.8686316230632349,0.6229668151454553,0.6211174829412516,0.7359018070004686,0.8543245940607938,0.9169837021781576,0.83774383921202,0.44249633158012713,0.3868012934138532,0.4496908342294599,0.4753401489807757,0.7680783512373135,0.2748823440736553,0.7229183744875868,0.2627718734789128,0.7403023021975217,0.4727746099296079,1
