V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
2.0207413930153,-0.857180382774044,-0.313017784087916,-0.280321305043678,-1.11823307146556,-0.579557978346295,-0.7677710263141,-0.128659288298918,0.246773814321894,0.497407605778149,-0.93081853268726,0.65049853038739,1.0550242035369,-0.28508973177017,0.557928226367665,-1.50052393507487,-0.288932121739877,1.09234602983498,-0.849938274119863,-0.53340163968944,-0.498347867902617,-0.836410070958911,0.39393808885643,-0.164070920855616,-0.45814979141671,-0.937160761380899,0.0868291734050656,-0.0155152674643556,0
-1.15440503023776,1.68253486257511,1.26043920609646,2.66794060595345,1.60662979636439,0.584514637108073,0.906735456420264,-0.651127008301266,-2.629028120599,0.927269291747039,0.609490972551803,-0.200063724007712,-0.480884983411775,0.749614875698482,-0.956141105136497,0.824875983667579,-0.809209858550879,0.000580854329391,-0.764125201782588,-0.27761669032716,0.645152119255194,-0.817586277355199,-0.233766204569176,0.627980080786157,0.565680915193842,-0.0843956811513364,0.0634296604605024,0.0404719883924526,0
1.95905393731096,-1.57268652348983,-2.47040121706158,-2.37608854575989,-0.327166302708582,-0.835752405661582,-0.0343138292876667,-0.271277902158294,0.426644713373761,0.133987744121331,-0.277326227284402,-0.21416505767714,-1.43501958106503,0.964967347991006,0.35581720079014,-1.98784384784349,-0.307995083215249,2.00426879653203,0.652953564080297,-0.358249465768679,-0.200926181568118,-0.350187930511167,-0.173389742902441,-1.18051310921379,0.189211777381637,-0.0677304438173135,-0.0556515214307377,-0.0608619500509989,0
0.940006038429991,-0.774130684945814,1.01553028709658,0.0997614804019148,-0.88811494215434,0.894326074741443,-0.851769870976887,0.491737025721206,1.01125741064667,-0.389999077931954,1.26534749739338,1.15338675510996,-0.679868139003552,-0.177130938900544,-0.428240749667979,-0.479606052940607,0.489976129049049,-0.968464361933671,0.0115043005544397,-0.0170003174373438,-0.0881921192386418,-0.151434497322324,0.0706670332041802,-0.211188485724342,-0.0863723082931685,0.978039561641368,-0.0216720781296012,0.0089764487170096,0
0.20177684013604,0.920616167070389,-1.04511787706909,-0.604966431898386,0.706249990811773,-0.102950622399646,0.186511220115979,0.483388113902396,-0.237337889882916,-1.01873670490098,0.396173419911536,0.87076142928638,0.803061174273215,-0.910100071849042,-0.876325600918392,1.03348873783496,-0.0392372549835064,0.878471913193254,-0.0466503137272628,-0.182223126401075,0.0554565218053807,0.111872857887556,0.13394259682882,0.0271881971223787,-0.828651875580568,0.225635452296568,-0.0937572539255767,-0.031510034839895,0
1.14593017268801,0.131902395808152,0.58268229927073,0.509225852304334,-0.344547314324997,-0.312745265398659,-0.10661750733522,0.0665822998646689,-0.22942627223329,0.0561076915520902,1.88242581069748,1.19751656509918,0.151211164988025,0.483061396887605,0.572038470810864,0.149367712703504,-0.319564360760075,-0.557932157806237,-0.266815543469496,-0.10749419354957,-0.160624885677655,-0.485815686799274,0.172731661704079,0.218591423133931,0.083799957530225,0.093497813766192,-0.0176470818896948,0.0086988377581368,0
1.75040041937306,-0.7188045517025,-1.82745725700331,0.0908994234910478,0.922753783062681,1.48305750590155,-0.17243200773664,0.430715890563995,0.891126746957374,-0.117233423590494,0.479612296440614,0.563396487909666,-1.35253681262701,0.681471354851056,-0.113638179841697,-1.0543179363991,0.284571396204953,-0.975152008844644,-0.283588920965768,-0.187206229604361,0.0696517246548801,0.252331855574747,0.060257609377741,-0.957096691988248,-0.0266295471078698,-0.219030540036241,0.005370789485063,-0.0643440685577851,0
1.88865347981816,0.0007147181868847,-1.87525770626836,0.382704414506512,0.439699268634475,-0.873702704951018,0.328074065188627,-0.289389875363623,0.162352558501727,-0.380116606121108,1.31149428460988,1.30450721984206,1.1771011877615,-0.768138677437332,0.146347046165451,0.389501657787926,0.0164712402338235,0.881107695918715,-0.122494793877179,0.0342350724946581,0.28952758044406,0.876759821701224,-0.145409182320956,-0.422679112892435,0.265732257223736,-0.107215519032858,-0.0093736011669966,-0.0299136103808501,0
-0.551011606703906,1.41788177084954,-0.274576198897276,0.930708217641848,0.657847133319734,-0.674035662961602,0.880757222130227,0.302340631046553,-1.03866369523842,-0.0347030359733483,0.487062488280466,0.617138181411215,-0.61659538013013,1.07509276339921,-1.02710613985425,-0.90851932485434,0.163753963714517,0.176448687188361,1.01010075151158,-0.0625789891126307,0.211978914019283,0.750428995713203,-0.256377645689324,0.027934517819418,-0.0065700589753304,-0.394851037820491,0.313800048592065,0.156704385414037,0
-5.25420838512626,4.09884548800805,-1.46557448827983,-1.13872048501549,-1.57474360430781,3.0748547106898,-7.45387411470112,-17.6570014787229,-2.41890075275175,-4.02172408571304,0.989054536126605,3.00013672328716,-1.10509729619536,3.33640114201073,-0.706226819728119,1.64410626542706,0.5996750830421,-0.716176849939878,-1.60565564975375,4.19973973744849,-9.33866303602676,1.37523749952516,1.24829323031918,-0.0974467174489193,-0.448465267360273,0.367598158384498,0.0238011983409953,0.179943258491958,0
1.20031633845617,-0.631952978536757,0.42964372570506,0.252412370397648,-0.581116420306156,0.635515660615376,-0.686086699553013,0.0935278315849749,-0.820543861980394,0.797858085179449,-0.0557621549445745,0.992733477831455,1.66389137134825,-0.37146236963955,-0.434387308796006,-0.964042884866892,-0.806628048356002,2.15653233033031,-0.416037244493718,-0.271694698953074,-0.210779191489797,-0.0912498635952327,-0.286318550833641,-0.820530860253725,0.667259589661691,-0.178912322703018,0.0677086712319719,0.027068582261522,0
-1.41111896353654,0.176180338370567,1.17305866699621,-0.822179319647087,0.989745247578208,2.49158210257872,-1.13158004000014,-1.95202319665471,-0.0367853066177803,-1.00431070080076,0.940075079483027,0.0203808530469192,-1.85712043736106,0.647684640636584,1.08933788613466,-0.293443009384459,0.182797414498419,-0.775529260788257,-1.6759380623743,0.330562722537781,-0.97170576110732,1.60342393551991,0.237591665507726,-1.86523590821602,-0.477955107820506,0.491940098267497,0.0277838609838093,-0.136196816027153,0
-1.2403565877323,1.40111319827678,-1.40039571345183,-2.34846705568994,-0.227006332682846,0.0298444314788985,-2.12559482613749,-4.93579893486885,-1.62089528415915,-0.912308200916591,-1.67632640133159,-0.667732317381202,-0.754393253303245,1.08470398230222,-0.664796289740889,1.65068968972838,0.117027547927991,-0.889288926100537,-0.566050671942201,1.18691016195359,-1.95500572106474,2.30997337460724,0.336632720008743,0.467644082897703,-0.783165126258873,-0.254956622831782,0.257935139727251,0.312403536195905,0
-0.426544453836595,1.44575431674115,-1.15033357346543,0.854667552373294,0.0723871882581359,-0.673340404856828,1.72680672381284,-0.026653874138702,-0.672929387803686,-1.0004194092153,-0.908365471858999,-0.129280744049743,-0.120172977890739,-0.52806942000751,-0.274523140701242,-0.0220651626722796,0.786937664030727,0.188701231215157,-0.162524189182796,-0.263681930969043,0.0389053404387979,0.130537550475595,0.200558450384548,-0.216942219328823,-0.930348396888869,-0.863009194918049,0.110980094206921,0.18703192045367,0
-0.734700610122066,1.75359064123917,-1.93219763765422,-0.517436259928322,0.748674500979713,-1.30068982845941,0.925833010372871,0.371770976813008,-0.607928721854984,-0.391890996401794,-1.68675914135285,0.495579488560375,0.979623476770386,1.08431086233916,-0.0019638219448835,-0.410147987838255,-0.294175638235764,-0.0554344437395283,0.492209422021062,-0.0380892488532891,0.261666548988195,0.83791616432792,-0.105918504761062,-0.663733740789022,-0.50811588770743,-0.245963674653361,0.355203330242071,0.234257561767253,0
